1.058	6.108	4.291	0.016	-2.648	0.066
232.185	-74.973	6.369	-0.000	-1548.603	-160.540
70.292	79.539	6.174	0.001	-294.120	-71.676
-32.879	94.827	4.483	0.000	-262.786	-47.730
0.866	6.218	4.688	-0.011	-2.728	0.192
-202.216	-208.209	5.102	-0.000	-2190.675	-156.879
-2.869	-5.934	5.200	0.118	-2.876	0.073
2.589	-5.652	4.889	-0.086	-2.725	-0.023
-6.393	-0.684	4.658	0.068	-2.749	0.186
115.988	-29.912	4.059	-0.000	-373.746	-69.685
-143.851	168.251	5.552	-0.000	-1274.779	-128.630
-4.099	-173.155	5.455	-0.000	-780.855	-103.472
-6.614	-1.481	4.188	-0.080	-2.784	0.357
6.391	-1.275	4.146	-0.155	-2.706	0.206
-76.475	242.724	4.720	-0.000	-1684.302	-128.794
23.098	29.420	3.545	-0.000	-37.202	-16.773
-6.013	-5.040	6.007	0.033	-3.383	-1.528
-34.685	258.268	4.737	0.000	-1765.989	-127.521
5.114	4.163	4.040	-0.144	-2.715	0.208
2.233	-6.308	5.011	-0.019	-2.860	0.267
6.197	1.948	4.210	-0.098	-2.712	0.288
7.060	-1.733	3.497	0.166	-2.857	0.475
-61.436	-28.336	4.416	-0.000	-119.934	-34.267
43.961	104.429	5.707	-0.000	-334.863	-69.324
119.692	200.621	4.979	-0.001	-1419.525	-127.474
115.173	86.206	4.098	0.000	-538.820	-61.411
83.184	-6.737	5.169	0.000	-182.130	-46.525
14.934	-161.564	4.645	-0.000	-685.229	-82.961
12.488	2.070	5.010	0.000	-5.470	-8.475
5.356	2.887	6.028	0.117	-2.767	-1.359
-0.519	-6.090	5.078	0.107	-2.687	-0.142
-164.246	-169.473	5.316	0.000	-1448.779	-137.503
28.888	126.285	5.010	-0.000	-437.226	-77.134
-7.194	-3.279	4.111	-0.220	-3.096	0.266
6.712	3.361	5.033	0.106	-3.160	0.508
130.384	-71.989	4.611	0.000	-577.535	-73.923
-4.598	4.177	4.868	-0.049	-2.695	-0.072
-192.146	103.978	5.205	0.000	-1241.698	-122.857
-138.379	-139.462	5.074	0.000	-1004.263	-120.701
2.839	5.665	5.037	0.091	-2.781	0.100
6.446	2.745	5.417	0.090	-3.003	-0.118
-99.752	51.574	4.764	-0.000	-328.758	-62.138
-2.114	5.272	4.286	0.080	-2.502	-0.228
5.840	-0.418	4.385	-0.073	-2.447	-0.790
-0.752	-6.994	5.609	0.109	-3.071	-0.034
3.651	4.601	4.911	0.171	-2.619	-0.047
3.751	7.774	6.066	0.145	-3.764	0.775
14.651	84.701	5.658	-0.000	-193.218	-54.947
-188.080	-74.464	4.652	0.001	-1064.503	-114.744
-78.711	213.493	5.188	0.000	-1346.801	-123.021
2.158	-5.846	5.012	-0.049	-2.714	0.061
-5.360	-3.877	4.496	-0.037	-2.788	0.274
107.625	-83.383	4.796	0.000	-482.777	-72.160
-6.204	0.847	3.964	-0.252	-2.596	0.144
54.911	-167.849	5.859	0.000	-811.838	-110.155
126.427	21.519	4.219	-0.000	-428.375	-63.638
3.188	5.404	5.051	0.108	-2.760	0.027
0.708	7.254	4.597	-0.013	-3.025	0.273
6.343	-2.615	1.509	-0.109	-2.352	0.412
7.133	5.912	6.128	0.044	-4.059	0.921
4.990	-3.088	4.360	-0.176	-2.493	-0.319
1.329	-6.826	4.269	-0.010	-2.870	0.418
140.011	-48.503	0.837	0.000	-570.868	-31.521
4.906	-4.417	4.157	0.121	-2.730	0.109
7.264	-1.860	4.099	0.194	-3.028	0.610
-7.539	1.349	3.987	0.214	-3.066	0.681
-5.703	-2.794	4.478	-0.038	-2.642	-0.473
-0.920	-7.483	5.779	0.110	-3.281	0.182
206.956	-98.912	5.632	0.001	-1368.672	-148.073
-35.804	-113.594	5.658	0.000	-369.865	-74.756
3.609	6.366	5.830	0.080	-3.181	-0.278
1.707	5.969	4.705	0.046	-2.543	-2.680
-6.462	-3.134	4.436	-0.037	-2.904	0.379
3.852	-4.549	4.102	0.055	-2.558	-0.069
-542.548	548.088	1.064	0.003	-15458.603	-892.172
0.209	6.428	4.179	-0.030	-2.703	0.296
-3.391	5.317	3.591	0.277	-2.575	-0.078
-68.689	-24.193	4.980	0.000	-138.902	-41.197
160.012	54.595	4.908	-0.000	-743.974	-95.492
182.845	-36.740	3.939	0.000	-904.893	-81.832
203.702	-0.167	5.460	0.000	-1079.645	-118.523
0.266	-6.417	5.235	0.063	-2.818	0.041
-2.127	-5.460	5.458	0.154	-2.667	-0.664
7.779	-2.039	6.688	-0.082	-3.592	-0.646
-74.912	-22.029	4.363	-0.000	-159.431	-35.795
0.574	7.139	5.004	0.110	-3.021	0.446
-5.585	37.269	4.702	0.000	-37.951	-22.188
-22.282	-3.272	5.042	0.000	-14.375	-14.010
5.080	5.127	4.038	0.021	-2.809	-0.176
2.879	5.648	4.244	0.079	-2.647	-0.357
149.950	-1.854	2.775	0.000	-585.142	-44.760
-0.744	-7.448	5.319	-0.012	-3.209	0.553
-0.584	5.781	4.805	-0.050	-2.594	-0.237
-106.533	6.642	4.859	0.000	-297.130	-63.712
6.159	5.992	6.227	0.030	-3.747	-0.481
-3.398	5.041	3.514	0.137	-2.516	-0.109
-6.832	-1.886	4.743	-0.009	-2.950	0.168
145.178	85.318	5.794	-0.000	-738.198	-105.090
-0.950	6.952	5.718	0.019	-3.075	-0.113
2.387	-6.154	3.293	0.215	-2.615	0.287
-3.818	-6.538	4.195	0.037	-2.981	0.229
-1.311	5.848	5.141	-0.092	-2.691	0.007
0.795	5.960	4.418	0.048	-2.604	-0.213
-2.279	5.529	4.872	-0.058	-2.622	-0.365
-22.301	184.660	5.166	0.000	-900.283	-110.121
-7.285	-4.362	5.930	0.097	-3.668	0.688
2.543	-6.264	4.830	-0.164	-2.892	0.422
-1.999	-7.610	4.807	-0.045	-3.251	0.556
-4.840	5.885	6.272	-0.133	-3.349	-0.140
-98.590	-11.254	5.149	0.000	-257.013	-56.390
6.556	3.090	4.706	-0.004	-3.024	0.396
-1.984	6.025	4.694	-0.076	-2.735	0.143
10.704	76.495	5.438	-0.000	-156.209	-45.516
0.293	6.760	4.268	0.077	-2.807	-0.019
63.653	245.383	5.530	0.000	-1671.462	-163.364
-3.324	4.588	3.287	0.227	-2.397	-0.077
-0.703	-6.717	6.301	0.064	-3.053	-0.950
0.995	6.470	4.136	0.016	-2.728	0.173
1.900	-6.934	6.127	-0.128	-3.197	-0.136
-2.650	-7.631	4.500	0.046	-3.226	0.023
194.884	44.738	5.072	0.000	-1040.207	-119.896
7.780	2.795	6.164	0.068	-3.617	0.483
-237.406	61.375	6.286	0.001	-1564.120	-160.469
-41.422	-172.222	5.809	-0.000	-816.705	-109.891
-1.504	-5.392	3.918	0.124	-2.433	-0.196
-3.253	-6.276	5.717	0.180	-3.105	-0.004
-306.332	107.149	5.600	0.001	-2738.607	-194.392
-2.045	5.319	3.951	0.072	-2.438	-0.376
0.211	7.979	6.223	0.037	-3.524	0.322
6.873	-0.285	4.455	0.119	-2.874	0.422
50.270	160.774	6.040	0.001	-738.756	-107.966
4.791	4.949	4.432	-0.067	-2.873	0.378
-134.051	-106.562	5.416	-0.000	-763.306	-107.346
-0.977	5.477	4.789	0.026	-2.445	-0.619
41.135	-173.364	5.733	0.000	-826.339	-110.030
-187.754	262.242	5.698	0.002	-2704.901	-191.995
-2.551	6.229	5.367	-0.107	-2.952	0.274
-5.229	-1.817	4.820	0.088	-2.497	-0.099
6.456	3.857	4.325	-0.147	-3.026	0.264
-149.687	-213.849	5.717	-0.002	-1772.185	-160.964
40.668	120.893	4.434	0.000	-423.781	-66.792
182.317	113.427	4.721	0.001	-1199.298	-129.531
-143.185	-35.091	5.457	-0.000	-566.011	-87.169
-3.047	-6.289	5.368	0.077	-3.018	-0.048
7.519	16.529	5.840	-0.000	-9.967	-12.039
40.445	-123.967	5.692	-0.000	-443.123	-81.566
-163.971	88.548	5.290	0.001	-903.700	-111.648
69.811	38.239	4.350	-0.000	-165.578	-46.721
0.291	10.014	5.273	0.060	-4.260	1.375
7.086	2.003	5.198	0.001	-3.126	0.504
7.496	4.398	6.442	0.020	-3.833	-0.198
1.820	-6.524	5.370	-0.130	-2.968	0.307
-159.050	178.631	4.834	0.001	-1487.896	-124.835
-2.570	4.968	5.020	-0.185	-2.557	-0.060
-4.944	-5.512	5.842	0.191	-3.238	0.060
-5.584	6.538	5.544	-0.012	-3.663	0.770
0.665	-5.825	5.387	0.005	-2.639	-0.657
99.208	41.435	4.981	0.000	-301.493	-56.919
-2.652	4.998	4.439	-0.042	-2.529	0.062
17.279	229.500	4.689	0.000	-1377.722	-123.177
5.057	5.228	4.928	0.036	-3.062	0.404
2.888	-4.682	4.070	-0.080	-2.417	-0.166
-6.499	3.957	6.489	-0.140	-3.394	-0.172
-4.922	3.232	3.813	0.037	-2.501	0.076
-0.641	5.542	3.585	0.232	-2.395	-0.149
-5.857	-4.259	6.113	0.151	-3.190	-0.441
210.532	-131.485	5.520	-0.001	-1602.540	-150.286
7.025	-5.105	5.778	-0.092	-3.719	0.839
5.010	-2.951	5.008	-0.169	-2.594	0.016
-4.493	-6.253	6.009	0.081	-3.352	-0.415
-35.573	245.186	5.450	0.000	-1596.545	-139.248
-5.122	-2.677	4.966	0.166	-2.597	-0.102
5.596	3.147	3.982	-0.173	-2.652	0.153
-5.639	-3.731	5.841	0.036	-2.942	-1.574
-1.838	5.324	3.834	0.251	-2.459	-0.155
-39.827	61.066	5.955	-0.000	-139.399	-46.704
-3.239	-5.425	5.894	0.106	-2.810	-1.661
-0.805	5.827	4.873	-0.095	-2.635	0.035
-4.947	-4.028	4.414	-0.055	-2.709	0.230
1.561	-5.692	3.817	0.194	-2.469	-0.378
4.267	6.289	6.002	0.046	-3.285	-1.801
263.792	88.693	5.110	0.001	-2014.167	-166.829
62.239	164.326	5.382	0.000	-803.635	-105.158
2.011	-6.229	4.798	-0.025	-2.810	-0.030
4.017	-4.724	5.325	-0.210	-2.769	0.054
-4.332	5.179	3.938	0.185	-2.764	0.259
-113.812	117.313	5.117	0.000	-695.440	-92.214
21.122	-151.386	4.884	0.000	-608.269	-89.431
3.297	7.229	4.102	-0.093	-3.173	0.534
-0.831	-6.654	5.881	0.083	-2.978	-0.651
-1.350	-6.533	5.277	0.019	-2.891	-0.283
-3.367	5.197	2.931	-0.237	-2.276	-0.663
-292.209	-18.636	5.156	0.000	-2229.395	-183.645
5.172	3.364	4.812	0.051	-2.687	-0.116
4.820	-2.800	4.923	-0.097	-2.533	-0.014
-134.739	126.954	5.612	0.000	-891.930	-111.765
13.120	184.642	4.403	-0.000	-891.495	-103.191
-68.660	60.821	4.588	-0.000	-219.633	-52.458
-152.783	68.886	5.049	0.001	-731.110	-90.655
-118.311	-124.527	4.593	-0.000	-767.804	-98.277
4.501	4.344	5.147	0.112	-2.752	-0.182
-5.514	-2.376	4.882	0.111	-2.647	-0.153
5.576	3.370	3.727	-0.008	-2.493	-0.555
5.508	-14.918	5.614	-0.000	-7.964	-9.788
3.969	4.033	3.951	-0.051	-2.456	0.019
-4.237	-5.836	6.073	0.148	-3.173	-0.533
-313.291	-74.304	4.783	-0.000	-2695.593	-193.527
6.612	1.732	4.896	0.063	-2.903	0.126
-6.665	-3.899	5.069	0.108	-3.241	0.544
-237.075	204.167	4.663	-0.002	-2545.250	-181.945
3.045	-5.696	5.098	-0.157	-2.826	0.149
0.305	-5.692	5.367	-0.092	-2.577	-0.979
5.363	-1.752	2.712	-0.017	-2.262	0.023
7.456	5.762	6.079	0.025	-4.120	0.789
107.245	95.394	5.513	-0.000	-536.615	-83.800
-80.552	234.903	5.109	0.000	-1603.937	-132.303
2.733	5.317	3.701	0.012	-2.526	0.081
102.242	30.962	4.418	-0.000	-297.521	-63.500
49.790	62.386	4.330	0.000	-166.535	-38.563
-6.733	-34.443	5.677	-0.000	-33.260	-22.439
0.883	-5.463	4.418	0.048	-2.478	-0.303
4.680	6.653	4.743	-0.064	-3.338	0.732
-1.574	-6.318	4.835	0.012	-2.814	0.054
-0.994	5.539	4.631	0.002	-2.493	-0.558
-5.868	-2.126	4.448	-0.082	-2.668	0.076
0.298	5.597	4.924	-0.019	-2.538	-0.354
-1.578	-6.595	5.167	0.101	-2.946	0.303
5.661	160.551	1.472	-0.000	-671.153	-37.589
-1.863	5.997	5.490	-0.123	-2.810	-0.225
4.598	5.557	5.085	0.073	-3.064	0.336
-0.698	-5.529	5.601	0.070	-2.562	-1.400
45.185	106.241	3.606	-0.000	-347.173	-59.609
-183.696	107.069	5.355	-0.001	-1176.129	-127.054
2.883	6.412	4.879	0.010	-2.989	0.425
-5.651	2.563	5.742	-0.101	-2.753	-1.340
135.994	155.064	5.499	0.000	-1106.797	-121.959
2.714	5.193	3.143	0.129	-2.421	-0.001
5.596	3.037	4.422	-0.026	-2.710	0.229
254.520	-84.732	5.510	0.001	-1871.506	-155.685
217.687	-131.980	4.548	-0.001	-1685.391	-121.847
-169.529	-50.095	6.131	-0.000	-813.469	-115.948
-4.218	4.461	3.648	0.225	-2.563	-0.007
-90.362	-104.365	5.900	-0.000	-496.532	-89.805
15.668	91.493	5.603	0.000	-225.128	-55.714
7.619	-3.044	6.284	-0.058	-3.592	0.289
2.776	-5.919	4.243	0.098	-2.720	0.014
-193.328	-27.483	5.658	-0.000	-992.254	-117.067
-5.211	5.158	6.006	-0.142	-3.211	-0.134
-5.928	-5.012	5.420	0.140	-3.300	0.389
80.182	230.525	5.714	0.001	-1549.519	-151.523
4.524	5.154	4.172	0.043	-2.719	-0.211
-5.971	-3.266	4.232	-0.148	-2.806	0.355
5.602	0.004	4.492	0.067	-2.496	0.003
-6.173	4.972	5.437	-0.109	-3.379	0.645
0.407	-6.191	4.256	-0.026	-2.656	0.220
-0.014	6.787	4.933	-0.034	-2.901	0.078
-3.935	-4.024	4.507	0.152	-2.460	-0.057
20.799	-303.395	5.887	-0.000	-2404.942	-197.963
-1.744	9.340	5.401	0.002	-4.019	-2.975
6.523	3.229	4.915	0.080	-3.052	0.409
-56.576	2.864	5.850	0.000	-84.651	-36.400
30.403	-110.195	3.577	0.000	-340.393	-56.034
5.515	3.600	5.142	0.080	-2.844	-0.188
1.624	-6.337	4.877	-0.130	-2.827	0.235
4.366	-3.795	2.830	0.122	-2.347	-0.031
3.106	5.897	5.119	0.126	-2.897	0.248
2.851	82.062	5.378	0.000	-176.371	-49.396
2.769	6.802	5.038	0.001	-3.095	0.245
-129.277	-74.157	1.302	0.000	-577.631	-33.683
-4.806	4.502	6.259	-0.134	-2.981	-0.859
7.555	3.463	6.045	0.006	-3.597	-0.399
-80.406	49.104	3.786	-0.000	-231.543	-39.081
11.497	-256.157	4.572	0.000	-1709.846	-148.429
64.757	244.026	5.974	0.001	-1657.979	-162.879
-5.944	3.795	5.395	-0.168	-3.062	0.449
1.037	-6.004	5.049	-0.146	-2.713	0.100
5.645	1.757	5.969	0.032	-2.691	-1.768
-3.674	-4.914	4.749	0.183	-2.652	0.092
-0.214	-5.651	4.922	-0.067	-2.571	-0.197
4.947	-5.297	3.758	0.140	-2.861	-0.079
-1.122	-6.273	4.994	0.004	-2.794	0.036
-23.846	117.900	4.521	-0.000	-377.042	-58.484
-5.770	-3.153	4.789	0.078	-2.819	0.194
3.362	-6.308	2.807	0.297	-2.690	-0.240
-153.800	-42.540	5.600	0.000	-663.009	-95.170
-0.452	-6.495	5.767	0.067	-2.894	-0.710
3.662	4.512	4.267	0.099	-2.488	-0.639
174.914	116.766	5.919	-0.001	-1150.808	-128.775
49.842	-33.872	4.693	0.000	-95.391	-34.579
-0.914	7.339	5.639	-0.039	-3.216	0.382
-5.242	-2.913	4.439	0.021	-2.517	-0.109
-2.916	6.827	4.930	-0.121	-3.132	0.597
4.825	-3.027	4.088	-0.181	-2.432	-0.111
-129.971	1.893	6.374	0.000	-440.456	-87.277
-1.346	6.431	5.371	-0.058	-2.899	0.151
2.118	5.562	4.921	0.060	-2.641	-0.069
-2.059	6.716	6.345	-0.047	-3.161	-0.571
4.854	4.407	3.558	-0.061	-2.608	0.002
-147.731	238.493	5.755	-0.000	-2046.817	-169.488
5.521	-3.378	5.068	-0.062	-2.825	0.247
3.024	-20.303	5.273	-0.000	-12.193	-13.695
-27.920	-54.162	4.706	-0.000	-97.533	-31.789
-81.384	-181.068	5.003	0.001	-1025.308	-122.972
-5.007	2.529	4.291	-0.140	-2.449	-0.139
-5.096	3.273	4.329	-0.138	-2.560	-0.175
4.118	-4.191	4.559	-0.121	-2.524	-0.400
-1.291	6.297	4.809	-0.079	-2.778	0.097
-0.506	-5.962	5.292	-0.013	-2.641	-1.077
-5.559	3.329	4.505	0.081	-2.756	0.128
-5.637	-3.683	4.042	-0.249	-2.765	0.257
4.301	3.687	4.268	0.084	-2.409	-0.112
237.415	-99.734	5.719	0.000	-1724.740	-162.182
-4.643	3.639	3.808	-0.027	-2.516	0.067
-4.242	4.714	3.868	0.080	-2.621	-0.074
-4.684	4.229	4.186	-0.116	-2.604	-0.233
102.379	-239.345	5.585	0.000	-1762.545	-153.564
-44.591	43.154	4.603	-0.000	-101.096	-31.203
-9.788	-80.753	5.207	-0.000	-173.077	-48.080
0.152	19.229	6.003	-0.000	-11.022	-13.470
102.195	199.508	5.252	-0.001	-1307.097	-127.547
-4.931	-5.180	4.650	-0.043	-2.967	0.091
96.667	-155.692	3.989	-0.000	-873.751	-89.133
-4.702	3.216	3.580	0.137	-2.440	0.064
-5.398	-4.435	6.060	0.159	-3.090	-0.618
5.445	2.404	6.001	0.046	-2.709	-1.796
-232.343	3.323	6.097	0.000	-1404.657	-145.980
-13.174	-3.531	5.222	0.000	-6.193	-7.304
6.408	1.820	4.566	0.028	-2.816	0.295
2.335	-5.563	4.984	-0.186	-2.682	0.105
3.878	-4.657	4.761	-0.125	-2.608	0.033
-7.053	1.437	3.884	-0.266	-2.880	0.347
1.041	6.001	4.749	0.007	-2.679	0.026
-0.573	-5.554	5.330	-0.050	-2.543	-0.958
5.317	2.557	4.531	0.029	-2.508	-0.200
-69.365	-194.893	5.573	-0.000	-1113.459	-123.902
-3.665	-6.311	5.592	0.154	-3.170	0.210
-4.241	-4.063	4.476	0.047	-2.539	-0.298
0.871	-6.396	5.221	-0.092	-2.821	-0.255
-0.835	-6.658	4.414	0.077	-2.804	-0.084
5.914	4.911	3.978	-0.219	-3.060	0.726
-4.903	-3.918	4.619	0.016	-2.701	0.061
-3.040	-6.042	4.728	0.037	-2.838	-0.156
-20.507	23.194	4.967	0.000	-26.062	-17.118
235.842	-172.710	5.987	0.001	-2222.221	-185.172
-4.463	3.753	4.227	0.115	-2.548	0.053
3.468	7.079	6.265	0.088	-3.468	-0.486
2.550	8.839	5.483	0.047	-3.893	0.393
1.794	9.598	5.325	0.076	-4.153	1.439
68.774	-12.927	5.025	-0.000	-128.360	-38.091
7.046	5.371	6.010	0.018	-3.831	-0.037
3.395	-256.454	6.031	-0.000	-1710.973	-160.769
-4.113	3.922	5.063	-0.180	-2.566	-0.121
-187.051	-167.331	5.725	-0.001	-1638.349	-148.977
-1.230	5.784	5.053	-0.118	-2.658	-0.114
-212.334	-43.644	5.368	0.000	-1222.473	-123.494
5.549	-0.016	4.415	-0.002	-2.438	-0.304
168.672	142.418	5.503	0.002	-1267.765	-139.245
-30.201	133.962	5.754	-0.001	-491.313	-89.193
0.372	7.924	6.045	0.058	-3.480	0.392
-5.368	-6.136	5.900	0.176	-3.542	0.596
-51.848	-121.487	5.279	-0.000	-454.566	-80.286
106.447	-39.438	2.703	0.000	-335.507	-50.311
-5.688	-1.539	3.334	-0.340	-2.422	0.094
-126.376	-58.459	3.740	0.001	-504.751	-56.498
49.608	112.956	5.925	-0.000	-396.801	-80.703
-5.386	87.062	3.163	-0.000	-198.481	-30.223
-5.652	-3.115	4.691	0.011	-2.763	0.094
6.082	0.731	4.079	-0.107	-2.503	-0.480
0.040	-6.668	4.816	-0.052	-2.849	0.108
6.098	-2.989	3.890	-0.058	-2.767	0.211
5.524	1.194	4.150	-0.076	-2.445	-0.145
-75.002	-98.092	5.053	0.001	-397.329	-77.266
2.098	6.532	5.967	0.104	-3.058	-0.402
5.636	4.569	4.844	-0.002	-3.045	0.322
-0.026	-8.139	5.765	-0.057	-3.487	0.254
-5.958	-3.431	4.374	-0.085	-2.847	0.376
-1.431	6.892	5.007	-0.110	-3.013	0.455
131.271	-223.427	4.533	-0.001	-1746.341	-133.006
-5.662	0.785	4.308	-0.060	-2.496	-0.055
3.916	-4.732	5.566	-0.183	-2.752	-0.453
-1.689	6.164	6.198	-0.097	-2.910	-0.949
-3.593	-6.489	5.881	0.169	-3.251	-0.018
1.515	6.826	4.724	0.007	-2.924	0.115
-1.580	-6.894	5.349	0.107	-3.069	0.369
-3.997	4.600	5.383	-0.158	-2.723	-0.227
264.236	76.239	5.172	0.001	-1966.888	-162.811
-106.598	-110.417	4.467	-0.001	-613.165	-81.480
21.165	-145.556	6.014	0.000	-563.547	-94.730
6.478	-2.809	3.125	-0.375	-2.721	0.240
0.133	-5.878	5.933	-0.079	-2.704	-1.207
258.975	71.355	5.917	-0.001	-1876.758	-169.451
1.405	5.891	4.526	0.116	-2.543	-0.365
-2.602	-5.434	5.130	0.083	-2.648	-0.615
7.172	1.693	4.299	-0.192	-2.961	0.124
7.718	4.109	4.103	-0.129	-3.488	1.139
2.385	6.934	6.047	0.117	-3.240	-0.192
-1.731	-5.947	4.748	0.034	-2.712	0.150
226.108	105.885	5.089	-0.000	-1621.309	-130.266
176.058	95.528	5.488	0.001	-1043.975	-114.993
70.740	116.772	5.868	0.000	-485.681	-87.631
5.668	4.573	4.201	-0.164	-2.959	0.387
1.888	-5.554	4.137	0.101	-2.507	-0.403
287.182	-10.831	6.147	0.000	-2147.941	-183.466
81.434	-139.366	5.208	-0.000	-678.245	-100.169
-8.789	14.184	6.475	-0.000	-8.761	-12.738
-76.288	35.764	4.571	-0.000	-185.505	-40.927
155.051	18.770	4.470	0.000	-634.955	-78.429
107.243	252.469	4.220	-0.001	-1956.549	-138.518
178.138	-1.168	4.216	0.000	-825.692	-97.008
3.889	-4.197	4.813	-0.192	-2.523	-0.017
0.874	-6.654	5.364	-0.120	-2.943	0.123
5.343	3.621	4.900	0.061	-2.776	-0.025
-1.931	-9.226	5.894	0.096	-4.096	1.028
-46.784	41.026	5.046	0.000	-101.694	-37.878
-3.755	-5.581	4.967	0.146	-2.862	0.119
81.276	204.923	6.357	0.000	-1264.475	-144.654
-79.589	98.049	4.314	-0.000	-415.438	-61.182
2.695	6.351	4.257	0.068	-2.744	-0.304
148.096	116.122	4.804	0.000	-921.545	-100.213
-12.186	-3.010	5.320	0.000	-5.467	-8.387
1.430	-6.786	5.587	0.008	-3.031	0.033
-0.204	7.906	5.763	-0.019	-3.430	0.578
128.605	51.409	6.214	-0.000	-499.843	-91.340
6.221	1.731	4.120	-0.059	-2.597	0.115
4.461	-4.213	3.783	0.195	-2.564	0.112
-8.443	-4.206	6.206	-0.010	-4.151	1.083
4.168	-4.933	3.967	-0.159	-2.592	-0.329
132.853	-59.704	4.976	-0.000	-552.454	-75.276
4.031	-4.540	5.039	-0.075	-2.615	-0.710
-2.307	7.354	5.486	-0.061	-3.317	0.724
-157.559	73.420	4.996	0.001	-786.384	-96.850
-0.045	6.757	5.068	-0.044	-2.929	0.362
-39.776	-91.672	4.616	-0.000	-260.512	-56.896
-118.718	154.844	5.492	0.000	-990.630	-121.972
23.021	-256.408	4.887	0.000	-1723.616	-140.498
